"SYMBOL" "ENTREZID"
"3661" "SLC10A2" "6555"
"3662" "GTF2E1" "2960"
"3663" "TDRD9" "122402"
"3664" "OTX1" "5013"
"3665" "MRPL51" "51258"
"3666" "CS" "1431"
"3667" "MAT2B" "27430"
"3668" "DCAF17" "80067"
"3669" "PKD1P1" "339044"
"3670" "BPHL" "670"
"3671" "ZNF674" "641339"
"3672" "C12orf42" "374470"
"3673" "ALKBH4" "54784"
"3674" "DNAJA2" "10294"
"3675" "NBAS" "51594"
"3676" "CCDC88B" "283234"
"3677" "CHFR" "55743"
"3678" "GLIPR1L2" "144321"
"3679" "NDUFA13" "51079"
"3680" "GMPS" "8833"
"3681" "TAPBPL" "55080"
"3682" "MTOR" "2475"
"3683" "SNPH" "9751"
"3684" "CORO7" "79585"
"3685" "NUP210" "23225"
"3686" "ABLIM2" "84448"
"3688" "FCRL5" "83416"
"3689" "ARL15" "54622"
"3690" "KDM2B" "84678"
"3691" "FAM153A" "285596"
"3692" "C1QTNF6" "114904"
"3693" "PPARGC1B" "133522"
"3694" "ZNFX1" "57169"
"3695" "GTF2I" "2969"
"3696" "FOXL2NB" "401089"
"3697" "SNX29" "92017"
"3698" "SYNRG" "11276"
"3699" "RIT2" "6014"
"3700" "C12orf40" "283461"
"3701" "ZNF493" "284443"
"3702" "CWF19L1" "55280"
"3703" "BCS1L" "617"
"3704" "RABGAP1" "23637"
"3705" "ASB13" "79754"
"3706" "RPL23A" "6147"
"3707" "TCF12" "6938"
"3708" "CD80" "941"
"3709" "BAG5" "9529"
"3710" "GDF11" "10220"
"3711" "PPT2-EGFL8" "100532746"
"3712" "GGT1" "2678"
"3713" "TRIM14" "9830"
"3714" "SCFD2" "152579"
"3715" "OAZ3" "51686"
"3716" "IRAK2" "3656"
"3717" "ARHGEF11" "9826"
"3718" "PXN" "5829"
"3719" "AP5Z1" "9907"
"3720" "CEP89" "84902"
"3721" "RPAP1" "26015"
"3722" "SLC25A3" "5250"
"3723" "HPGD" "3248"
"3724" "YIF1B" "90522"
"3725" "ACVR2A" "92"
"3726" "AIP" "9049"
"3727" "AGL" "178"
"3728" "OR1C1" "26188"
"3729" "CHCHD4" "131474"
"3730" "C8orf44" "56260"
"3731" "SMG9" "56006"
"3732" "FASTKD5" "60493"
"3733" "USP1" "7398"
"3734" "PAQR6" "79957"
"3735" "RNF115" "27246"
"3736" "ZNF213" "7760"
"3737" "DNAJB6" "10049"
"3738" "CHMP4A" "29082"
"3739" "KLHL28" "54813"
"3740" "KRT18" "3875"
"3741" "ABCB4" "5244"
"3742" "RASA3" "22821"
"3743" "NAT1" "9"
"3744" "CFDP1" "10428"
"3745" "SULT1A2" "6799"
"3746" "GSTM2" "2946"
"3747" "ZEB1" "6935"
"3748" "CDC14B" "8555"
"3749" "KDM3B" "51780"
"3750" "ARHGEF3" "50650"
"3751" "PSMA1" "5682"
"3752" "RNF31" "55072"
"3753" "TOR4A" "54863"
"3754" "TMEM80" "283232"
"3755" "MAP1S" "55201"
"3756" "PHLPP2" "23035"
"3757" "SV2A" "9900"
"3758" "PABPN1" "8106"
"3759" "GCN1" "10985"
"3760" "GTF2IRD2B" "389524"
"3761" "IFIT5" "24138"
"3762" "ICA1L" "130026"
"3763" "LRRC41" "10489"
"3764" "OMG" "4974"
"3765" "MSRB3" "253827"
"3766" "TP53I11" "9537"
"3767" "LBHD1" "79081"
"3768" "CD68" "968"
"3769" "TMEM41A" "90407"
"3770" "RPTOR" "57521"
"3771" "IQSEC1" "9922"
"3772" "TMEM187" "8269"
"3773" "ARFGAP2" "84364"
"3774" "TYW1B" "441250"
"3775" "PHF19" "26147"
"3776" "SPICE1" "152185"
"3777" "ZNF512" "84450"
"3778" "AIDA" "64853"
"3779" "BTK" "695"
"3780" "SP140L" "93349"
"3781" "NEMP1" "23306"
"3782" "MPC1" "51660"
"3783" "ENAM" "10117"
"3784" "MTPAP" "55149"
"3786" "MEOX1" "4222"
"3787" "MBTPS1" "8720"
"3788" "IRF7" "3665"
"3789" "NIPA1" "123606"
"3790" "NT5C3B" "115024"
"3791" "CBX3" "11335"
"3792" "WNK1" "65125"
"3793" "ADGRL1" "22859"
"3794" "ZNF544" "27300"
"3795" "ARHGAP32" "9743"
"3796" "NUDT4" "11163"
"3797" "USP14" "9097"
"3798" "ADAMTS17" "170691"
"3799" "PKD1L3" "342372"
"3800" "TRIR" "79002"
"3801" "PTPRN2" "5799"
"3802" "SMIM36" "111064648"
"3803" "FBXL19" "54620"
"3804" "SLC14A1" "6563"
"3805" "CTSH" "1512"
"3806" "PRKCE" "5581"
"3807" "LDLRAP1" "26119"
"3808" "CHTOP" "26097"
"3809" "ATP8B1" "5205"
"3810" "SIVA1" "10572"
"3811" "AP3B1" "8546"
"3812" "PEX6" "5190"
"3813" "PIK3AP1" "118788"
"3814" "LRRC66" "339977"
"3815" "LCMT1" "51451"
"3816" "CHMP4B" "128866"
"3817" "EIF3K" "27335"
"3818" "IFITM10" "402778"
"3819" "CDC42EP4" "23580"
"3820" "PTCD3" "55037"
"3821" "SFMBT1" "51460"
"3822" "GTF2A2" "2958"
"3823" "ANAPC4" "29945"
"3824" "SFXN1" "94081"
"3825" "SURF2" "6835"
"3826" "RHPN1" "114822"
